"model_index","set","tau","omega","alpha1","beta1","shape","unc_var","persistence","backtest","value","one_sided"
8,1,2.5,0.01,0.08,0.87,5,0.2,0.95,"er_pvalue_onesided_simple",0.04922,TRUE
9,1,2.5,0.01,0.09,0.86,5,0.2,0.95,"er_pvalue_onesided_simple",0.04964,TRUE
10,1,2.5,0.01,0.1,0.85,5,0.2,0.95,"er_pvalue_onesided_simple",0.05,TRUE
11,1,2.5,0.01,0.11,0.84,5,0.2,0.95,"er_pvalue_onesided_simple",0.05292,TRUE
12,1,2.5,0.01,0.12,0.83,5,0.2,0.95,"er_pvalue_onesided_simple",0.05778,TRUE
13,1,2.5,0.01,0.13,0.82,5,0.2,0.95,"er_pvalue_onesided_simple",0.0602,TRUE
14,1,2.5,0.01,0.14,0.81,5,0.2,0.95,"er_pvalue_onesided_simple",0.06426,TRUE
15,1,2.5,0.01,0.15,0.8,5,0.2,0.95,"er_pvalue_onesided_simple",0.06832,TRUE
16,1,2.5,0.01,0.16,0.79,5,0.2,0.95,"er_pvalue_onesided_simple",0.07712,TRUE
17,1,2.5,0.01,0.17,0.78,5,0.2,0.95,"er_pvalue_onesided_simple",0.0818,TRUE
18,1,2.5,0.01,0.18,0.77,5,0.2,0.95,"er_pvalue_onesided_simple",0.08828,TRUE
19,1,2.5,0.01,0.19,0.76,5,0.2,0.95,"er_pvalue_onesided_simple",0.09756,TRUE
20,1,2.5,0.01,0.2,0.75,5,0.2,0.95,"er_pvalue_onesided_simple",0.10624,TRUE
21,2,2.5,5e-04,0.1,0.85,5,0.01,0.95,"er_pvalue_onesided_simple",0.72632,TRUE
22,2,2.5,0.0025,0.1,0.85,5,0.05,0.95,"er_pvalue_onesided_simple",0.37502,TRUE
23,2,2.5,0.005,0.1,0.85,5,0.1,0.95,"er_pvalue_onesided_simple",0.16378,TRUE
24,2,2.5,0.00750000000000001,0.1,0.85,5,0.15,0.95,"er_pvalue_onesided_simple",0.08408,TRUE
25,2,2.5,0.01,0.1,0.85,5,0.2,0.95,"er_pvalue_onesided_simple",0.05,TRUE
26,2,2.5,0.0125,0.1,0.85,5,0.25,0.95,"er_pvalue_onesided_simple",0.03634,TRUE
27,2,2.5,0.015,0.1,0.85,5,0.3,0.95,"er_pvalue_onesided_simple",0.02844,TRUE
28,2,2.5,0.0175,0.1,0.85,5,0.35,0.95,"er_pvalue_onesided_simple",0.02344,TRUE
29,2,2.5,0.02,0.1,0.85,5,0.4,0.95,"er_pvalue_onesided_simple",0.01762,TRUE
30,2,2.5,0.0225,0.1,0.85,5,0.45,0.95,"er_pvalue_onesided_simple",0.01646,TRUE
31,2,2.5,0.025,0.1,0.85,5,0.5,0.95,"er_pvalue_onesided_simple",0.01426,TRUE
32,3,2.5,0.02,0.0947368421052632,0.805263157894737,5,0.2,0.9,"er_pvalue_onesided_simple",0.05156,TRUE
33,3,2.5,0.018,0.0957894736842105,0.814210526315789,5,0.2,0.91,"er_pvalue_onesided_simple",0.05156,TRUE
34,3,2.5,0.016,0.0968421052631579,0.823157894736842,5,0.2,0.92,"er_pvalue_onesided_simple",0.0496,TRUE
35,3,2.5,0.014,0.0978947368421053,0.832105263157895,5,0.2,0.93,"er_pvalue_onesided_simple",0.05012,TRUE
36,3,2.5,0.012,0.0989473684210526,0.841052631578947,5,0.2,0.94,"er_pvalue_onesided_simple",0.05078,TRUE
37,3,2.5,0.00999999999999998,0.1,0.85,5,0.2,0.95,"er_pvalue_onesided_simple",0.05,TRUE
38,3,2.5,0.008,0.101052631578947,0.858947368421053,5,0.2,0.96,"er_pvalue_onesided_simple",0.05272,TRUE
39,3,2.5,0.006,0.102105263157895,0.867894736842105,5,0.2,0.97,"er_pvalue_onesided_simple",0.05912,TRUE
40,3,2.5,0.004,0.103157894736842,0.876842105263158,5,0.2,0.98,"er_pvalue_onesided_simple",0.06536,TRUE
41,3,2.5,0.002,0.104210526315789,0.885789473684211,5,0.200000000000002,0.99,"er_pvalue_onesided_simple",0.08844,TRUE
42,3,2.5,0,0.105263157894737,0.894736842105263,5,NA,1,"er_pvalue_onesided_simple",0.13172,TRUE
43,4,2.5,0.01,0.1,0.85,3,0.2,0.95,"er_pvalue_onesided_simple",0,TRUE
44,4,2.5,0.01,0.1,0.85,4,0.2,0.95,"er_pvalue_onesided_simple",0.00288,TRUE
45,4,2.5,0.01,0.1,0.85,5,0.2,0.95,"er_pvalue_onesided_simple",0.05,TRUE
46,4,2.5,0.01,0.1,0.85,6,0.2,0.95,"er_pvalue_onesided_simple",0.2007,TRUE
47,4,2.5,0.01,0.1,0.85,7,0.2,0.95,"er_pvalue_onesided_simple",0.3895,TRUE
48,4,2.5,0.01,0.1,0.85,8,0.2,0.95,"er_pvalue_onesided_simple",0.55268,TRUE
49,4,2.5,0.01,0.1,0.85,9,0.2,0.95,"er_pvalue_onesided_simple",0.67672,TRUE
50,4,2.5,0.01,0.1,0.85,10,0.2,0.95,"er_pvalue_onesided_simple",0.76344,TRUE
51,4,2.5,0.01,0.1,0.85,12,0.2,0.95,"er_pvalue_onesided_simple",0.8717,TRUE
52,4,2.5,0.01,0.1,0.85,15,0.2,0.95,"er_pvalue_onesided_simple",0.93504,TRUE
53,4,2.5,0.01,0.1,0.85,20,0.2,0.95,"er_pvalue_onesided_simple",0.96824,TRUE
54,4,2.5,0.01,0.1,0.85,30,0.2,0.95,"er_pvalue_onesided_simple",0.98662,TRUE
55,4,2.5,0.01,0.1,0.85,50,0.2,0.95,"er_pvalue_onesided_simple",0.99428,TRUE
56,4,2.5,0.01,0.1,0.85,1e+06,0.2,0.95,"er_pvalue_onesided_simple",0.9981,TRUE
57,5,0.5,0.01,0.1,0.85,5,0.2,0.95,"er_pvalue_onesided_simple",0.02822,TRUE
58,5,1,0.01,0.1,0.85,5,0.2,0.95,"er_pvalue_onesided_simple",0.0455,TRUE
59,5,1.5,0.01,0.1,0.85,5,0.2,0.95,"er_pvalue_onesided_simple",0.04998,TRUE
60,5,2,0.01,0.1,0.85,5,0.2,0.95,"er_pvalue_onesided_simple",0.05544,TRUE
61,5,2.5,0.01,0.1,0.85,5,0.2,0.95,"er_pvalue_onesided_simple",0.05,TRUE
62,5,3,0.01,0.1,0.85,5,0.2,0.95,"er_pvalue_onesided_simple",0.05168,TRUE
63,5,3.5,0.01,0.1,0.85,5,0.2,0.95,"er_pvalue_onesided_simple",0.0504,TRUE
64,5,4,0.01,0.1,0.85,5,0.2,0.95,"er_pvalue_onesided_simple",0.05398,TRUE
65,5,4.5,0.01,0.1,0.85,5,0.2,0.95,"er_pvalue_onesided_simple",0.05478,TRUE
66,5,5,0.01,0.1,0.85,5,0.2,0.95,"er_pvalue_onesided_simple",0.05388,TRUE
1,1,2.5,0.01,0.01,0.94,5,0.2,0.95,"er_pvalue_twosided_standardized",0.105127272727273,FALSE
2,1,2.5,0.01,0.02,0.93,5,0.2,0.95,"er_pvalue_twosided_standardized",0.0698454545454546,FALSE
3,1,2.5,0.01,0.03,0.92,5,0.2,0.95,"er_pvalue_twosided_standardized",0.0621636363636364,FALSE
4,1,2.5,0.01,0.04,0.91,5,0.2,0.95,"er_pvalue_twosided_standardized",0.0570909090909091,FALSE
5,1,2.5,0.01,0.05,0.9,5,0.2,0.95,"er_pvalue_twosided_standardized",0.0541636363636364,FALSE
6,1,2.5,0.01,0.06,0.89,5,0.2,0.95,"er_pvalue_twosided_standardized",0.0505545454545455,FALSE
7,1,2.5,0.01,0.07,0.88,5,0.2,0.95,"er_pvalue_twosided_standardized",0.0504818181818182,FALSE
8,1,2.5,0.01,0.08,0.87,5,0.2,0.95,"er_pvalue_twosided_standardized",0.0498909090909091,FALSE
9,1,2.5,0.01,0.09,0.86,5,0.2,0.95,"er_pvalue_twosided_standardized",0.0486727272727273,FALSE
10,1,2.5,0.01,0.1,0.85,5,0.2,0.95,"er_pvalue_twosided_standardized",0.05,FALSE
11,1,2.5,0.01,0.11,0.84,5,0.2,0.95,"er_pvalue_twosided_standardized",0.0497272727272727,FALSE
12,1,2.5,0.01,0.12,0.83,5,0.2,0.95,"er_pvalue_twosided_standardized",0.0535272727272727,FALSE
13,1,2.5,0.01,0.13,0.82,5,0.2,0.95,"er_pvalue_twosided_standardized",0.0526545454545455,FALSE
14,1,2.5,0.01,0.14,0.81,5,0.2,0.95,"er_pvalue_twosided_standardized",0.0546636363636364,FALSE
15,1,2.5,0.01,0.15,0.8,5,0.2,0.95,"er_pvalue_twosided_standardized",0.0601272727272727,FALSE
16,1,2.5,0.01,0.16,0.79,5,0.2,0.95,"er_pvalue_twosided_standardized",0.0657818181818182,FALSE
17,1,2.5,0.01,0.17,0.78,5,0.2,0.95,"er_pvalue_twosided_standardized",0.0671454545454545,FALSE
18,1,2.5,0.01,0.18,0.77,5,0.2,0.95,"er_pvalue_twosided_standardized",0.0713272727272727,FALSE
19,1,2.5,0.01,0.19,0.76,5,0.2,0.95,"er_pvalue_twosided_standardized",0.0781727272727273,FALSE
20,1,2.5,0.01,0.2,0.75,5,0.2,0.95,"er_pvalue_twosided_standardized",0.0866545454545455,FALSE
21,2,2.5,5e-04,0.1,0.85,5,0.01,0.95,"er_pvalue_twosided_standardized",0.816063636363636,FALSE
22,2,2.5,0.0025,0.1,0.85,5,0.05,0.95,"er_pvalue_twosided_standardized",0.366763636363636,FALSE
23,2,2.5,0.005,0.1,0.85,5,0.1,0.95,"er_pvalue_twosided_standardized",0.126709090909091,FALSE
24,2,2.5,0.00750000000000001,0.1,0.85,5,0.15,0.95,"er_pvalue_twosided_standardized",0.0614,FALSE
25,2,2.5,0.01,0.1,0.85,5,0.2,0.95,"er_pvalue_twosided_standardized",0.05,FALSE
26,2,2.5,0.0125,0.1,0.85,5,0.25,0.95,"er_pvalue_twosided_standardized",0.0538545454545455,FALSE
27,2,2.5,0.015,0.1,0.85,5,0.3,0.95,"er_pvalue_twosided_standardized",0.0602545454545455,FALSE
28,2,2.5,0.0175,0.1,0.85,5,0.35,0.95,"er_pvalue_twosided_standardized",0.0659636363636364,FALSE
29,2,2.5,0.02,0.1,0.85,5,0.4,0.95,"er_pvalue_twosided_standardized",0.0704909090909091,FALSE
30,2,2.5,0.0225,0.1,0.85,5,0.45,0.95,"er_pvalue_twosided_standardized",0.0744545454545455,FALSE
31,2,2.5,0.025,0.1,0.85,5,0.5,0.95,"er_pvalue_twosided_standardized",0.0743909090909091,FALSE
32,3,2.5,0.02,0.0947368421052632,0.805263157894737,5,0.2,0.9,"er_pvalue_twosided_standardized",0.0525909090909091,FALSE
33,3,2.5,0.018,0.0957894736842105,0.814210526315789,5,0.2,0.91,"er_pvalue_twosided_standardized",0.0502636363636364,FALSE
34,3,2.5,0.016,0.0968421052631579,0.823157894736842,5,0.2,0.92,"er_pvalue_twosided_standardized",0.0506636363636364,FALSE
35,3,2.5,0.014,0.0978947368421053,0.832105263157895,5,0.2,0.93,"er_pvalue_twosided_standardized",0.0520272727272727,FALSE
36,3,2.5,0.012,0.0989473684210526,0.841052631578947,5,0.2,0.94,"er_pvalue_twosided_standardized",0.0509363636363636,FALSE
37,3,2.5,0.00999999999999998,0.1,0.85,5,0.2,0.95,"er_pvalue_twosided_standardized",0.05,FALSE
38,3,2.5,0.008,0.101052631578947,0.858947368421053,5,0.2,0.96,"er_pvalue_twosided_standardized",0.0471909090909091,FALSE
39,3,2.5,0.006,0.102105263157895,0.867894736842105,5,0.2,0.97,"er_pvalue_twosided_standardized",0.0492818181818182,FALSE
40,3,2.5,0.004,0.103157894736842,0.876842105263158,5,0.2,0.98,"er_pvalue_twosided_standardized",0.0589454545454546,FALSE
41,3,2.5,0.002,0.104210526315789,0.885789473684211,5,0.200000000000002,0.99,"er_pvalue_twosided_standardized",0.0742181818181818,FALSE
42,3,2.5,0,0.105263157894737,0.894736842105263,5,NA,1,"er_pvalue_twosided_standardized",0.132754545454545,FALSE
43,4,2.5,0.01,0.1,0.85,3,0.2,0.95,"er_pvalue_twosided_standardized",0.709236363636364,FALSE
44,4,2.5,0.01,0.1,0.85,4,0.2,0.95,"er_pvalue_twosided_standardized",0.173336363636364,FALSE
45,4,2.5,0.01,0.1,0.85,5,0.2,0.95,"er_pvalue_twosided_standardized",0.05,FALSE
46,4,2.5,0.01,0.1,0.85,6,0.2,0.95,"er_pvalue_twosided_standardized",0.130609090909091,FALSE
47,4,2.5,0.01,0.1,0.85,7,0.2,0.95,"er_pvalue_twosided_standardized",0.293690909090909,FALSE
48,4,2.5,0.01,0.1,0.85,8,0.2,0.95,"er_pvalue_twosided_standardized",0.453681818181818,FALSE
49,4,2.5,0.01,0.1,0.85,9,0.2,0.95,"er_pvalue_twosided_standardized",0.582563636363636,FALSE
50,4,2.5,0.01,0.1,0.85,10,0.2,0.95,"er_pvalue_twosided_standardized",0.682118181818182,FALSE
51,4,2.5,0.01,0.1,0.85,12,0.2,0.95,"er_pvalue_twosided_standardized",0.811490909090909,FALSE
52,4,2.5,0.01,0.1,0.85,15,0.2,0.95,"er_pvalue_twosided_standardized",0.902318181818182,FALSE
53,4,2.5,0.01,0.1,0.85,20,0.2,0.95,"er_pvalue_twosided_standardized",0.953263636363636,FALSE
54,4,2.5,0.01,0.1,0.85,30,0.2,0.95,"er_pvalue_twosided_standardized",0.980054545454545,FALSE
55,4,2.5,0.01,0.1,0.85,50,0.2,0.95,"er_pvalue_twosided_standardized",0.9907,FALSE
56,4,2.5,0.01,0.1,0.85,1e+06,0.2,0.95,"er_pvalue_twosided_standardized",0.997718181818182,FALSE
57,5,0.5,0.01,0.1,0.85,5,0.2,0.95,"er_pvalue_twosided_standardized",0.0501,FALSE
58,5,1,0.01,0.1,0.85,5,0.2,0.95,"er_pvalue_twosided_standardized",0.0491636363636364,FALSE
59,5,1.5,0.01,0.1,0.85,5,0.2,0.95,"er_pvalue_twosided_standardized",0.0499272727272727,FALSE
60,5,2,0.01,0.1,0.85,5,0.2,0.95,"er_pvalue_twosided_standardized",0.0516727272727273,FALSE
61,5,2.5,0.01,0.1,0.85,5,0.2,0.95,"er_pvalue_twosided_standardized",0.05,FALSE
62,5,3,0.01,0.1,0.85,5,0.2,0.95,"er_pvalue_twosided_standardized",0.0492181818181818,FALSE
63,5,3.5,0.01,0.1,0.85,5,0.2,0.95,"er_pvalue_twosided_standardized",0.0505454545454546,FALSE
64,5,4,0.01,0.1,0.85,5,0.2,0.95,"er_pvalue_twosided_standardized",0.0536909090909091,FALSE
65,5,4.5,0.01,0.1,0.85,5,0.2,0.95,"er_pvalue_twosided_standardized",0.0531363636363636,FALSE
66,5,5,0.01,0.1,0.85,5,0.2,0.95,"er_pvalue_twosided_standardized",0.0516272727272727,FALSE
1,1,2.5,0.01,0.01,0.94,5,0.2,0.95,"er_pvalue_onesided_standardized",0.14355,TRUE
2,1,2.5,0.01,0.02,0.93,5,0.2,0.95,"er_pvalue_onesided_standardized",0.0856916666666667,TRUE
3,1,2.5,0.01,0.03,0.92,5,0.2,0.95,"er_pvalue_onesided_standardized",0.0633166666666667,TRUE
4,1,2.5,0.01,0.04,0.91,5,0.2,0.95,"er_pvalue_onesided_standardized",0.0529416666666667,TRUE
5,1,2.5,0.01,0.05,0.9,5,0.2,0.95,"er_pvalue_onesided_standardized",0.0485416666666667,TRUE
6,1,2.5,0.01,0.06,0.89,5,0.2,0.95,"er_pvalue_onesided_standardized",0.0458833333333333,TRUE
7,1,2.5,0.01,0.07,0.88,5,0.2,0.95,"er_pvalue_onesided_standardized",0.0463,TRUE
8,1,2.5,0.01,0.08,0.87,5,0.2,0.95,"er_pvalue_onesided_standardized",0.0469916666666667,TRUE
9,1,2.5,0.01,0.09,0.86,5,0.2,0.95,"er_pvalue_onesided_standardized",0.0477166666666667,TRUE
10,1,2.5,0.01,0.1,0.85,5,0.2,0.95,"er_pvalue_onesided_standardized",0.05,TRUE
11,1,2.5,0.01,0.11,0.84,5,0.2,0.95,"er_pvalue_onesided_standardized",0.0565416666666667,TRUE
12,1,2.5,0.01,0.12,0.83,5,0.2,0.95,"er_pvalue_onesided_standardized",0.061225,TRUE
13,1,2.5,0.01,0.13,0.82,5,0.2,0.95,"er_pvalue_onesided_standardized",0.0653833333333333,TRUE
14,1,2.5,0.01,0.14,0.81,5,0.2,0.95,"er_pvalue_onesided_standardized",0.070975,TRUE
15,1,2.5,0.01,0.15,0.8,5,0.2,0.95,"er_pvalue_onesided_standardized",0.081575,TRUE
16,1,2.5,0.01,0.16,0.79,5,0.2,0.95,"er_pvalue_onesided_standardized",0.089375,TRUE
17,1,2.5,0.01,0.17,0.78,5,0.2,0.95,"er_pvalue_onesided_standardized",0.097825,TRUE
18,1,2.5,0.01,0.18,0.77,5,0.2,0.95,"er_pvalue_onesided_standardized",0.107683333333333,TRUE
19,1,2.5,0.01,0.19,0.76,5,0.2,0.95,"er_pvalue_onesided_standardized",0.120325,TRUE
20,1,2.5,0.01,0.2,0.75,5,0.2,0.95,"er_pvalue_onesided_standardized",0.132091666666667,TRUE
21,2,2.5,5e-04,0.1,0.85,5,0.01,0.95,"er_pvalue_onesided_standardized",0.88395,TRUE
22,2,2.5,0.0025,0.1,0.85,5,0.05,0.95,"er_pvalue_onesided_standardized",0.481141666666667,TRUE
23,2,2.5,0.005,0.1,0.85,5,0.1,0.95,"er_pvalue_onesided_standardized",0.1949,TRUE
24,2,2.5,0.00750000000000001,0.1,0.85,5,0.15,0.95,"er_pvalue_onesided_standardized",0.092775,TRUE
25,2,2.5,0.01,0.1,0.85,5,0.2,0.95,"er_pvalue_onesided_standardized",0.05,TRUE
26,2,2.5,0.0125,0.1,0.85,5,0.25,0.95,"er_pvalue_onesided_standardized",0.03465,TRUE
27,2,2.5,0.015,0.1,0.85,5,0.3,0.95,"er_pvalue_onesided_standardized",0.0255583333333333,TRUE
28,2,2.5,0.0175,0.1,0.85,5,0.35,0.95,"er_pvalue_onesided_standardized",0.0212416666666667,TRUE
29,2,2.5,0.02,0.1,0.85,5,0.4,0.95,"er_pvalue_onesided_standardized",0.0159666666666667,TRUE
30,2,2.5,0.0225,0.1,0.85,5,0.45,0.95,"er_pvalue_onesided_standardized",0.013475,TRUE
31,2,2.5,0.025,0.1,0.85,5,0.5,0.95,"er_pvalue_onesided_standardized",0.011375,TRUE
32,3,2.5,0.02,0.0947368421052632,0.805263157894737,5,0.2,0.9,"er_pvalue_onesided_standardized",0.044375,TRUE
33,3,2.5,0.018,0.0957894736842105,0.814210526315789,5,0.2,0.91,"er_pvalue_onesided_standardized",0.045075,TRUE
34,3,2.5,0.016,0.0968421052631579,0.823157894736842,5,0.2,0.92,"er_pvalue_onesided_standardized",0.046525,TRUE
35,3,2.5,0.014,0.0978947368421053,0.832105263157895,5,0.2,0.93,"er_pvalue_onesided_standardized",0.046225,TRUE
36,3,2.5,0.012,0.0989473684210526,0.841052631578947,5,0.2,0.94,"er_pvalue_onesided_standardized",0.0489333333333333,TRUE
37,3,2.5,0.00999999999999998,0.1,0.85,5,0.2,0.95,"er_pvalue_onesided_standardized",0.05,TRUE
38,3,2.5,0.008,0.101052631578947,0.858947368421053,5,0.2,0.96,"er_pvalue_onesided_standardized",0.05625,TRUE
