"model_index","set","tau","omega","alpha1","beta1","shape","unc_var","persistence","backtest","value","one_sided"
27,2,2.5,0.015,0.1,0.85,5,0.3,0.95,"esr1_pvalue_twosided_asymptotic",0.5057,FALSE
28,2,2.5,0.0175,0.1,0.85,5,0.35,0.95,"esr1_pvalue_twosided_asymptotic",0.7397,FALSE
29,2,2.5,0.02,0.1,0.85,5,0.4,0.95,"esr1_pvalue_twosided_asymptotic",0.8767,FALSE
30,2,2.5,0.0225,0.1,0.85,5,0.45,0.95,"esr1_pvalue_twosided_asymptotic",0.9439,FALSE
31,2,2.5,0.025,0.1,0.85,5,0.5,0.95,"esr1_pvalue_twosided_asymptotic",0.9758,FALSE
32,3,2.5,0.02,0.0947368421052632,0.805263157894737,5,0.2,0.9,"esr1_pvalue_twosided_asymptotic",0.1763,FALSE
33,3,2.5,0.018,0.0957894736842105,0.814210526315789,5,0.2,0.91,"esr1_pvalue_twosided_asymptotic",0.1485,FALSE
34,3,2.5,0.016,0.0968421052631579,0.823157894736842,5,0.2,0.92,"esr1_pvalue_twosided_asymptotic",0.1241,FALSE
35,3,2.5,0.014,0.0978947368421053,0.832105263157895,5,0.2,0.93,"esr1_pvalue_twosided_asymptotic",0.1024,FALSE
36,3,2.5,0.012,0.0989473684210526,0.841052631578947,5,0.2,0.94,"esr1_pvalue_twosided_asymptotic",0.0829,FALSE
37,3,2.5,0.00999999999999998,0.1,0.85,5,0.2,0.95,"esr1_pvalue_twosided_asymptotic",0.0702,FALSE
38,3,2.5,0.008,0.101052631578947,0.858947368421053,5,0.2,0.96,"esr1_pvalue_twosided_asymptotic",0.069,FALSE
39,3,2.5,0.006,0.102105263157895,0.867894736842105,5,0.2,0.97,"esr1_pvalue_twosided_asymptotic",0.0975,FALSE
40,3,2.5,0.004,0.103157894736842,0.876842105263158,5,0.2,0.98,"esr1_pvalue_twosided_asymptotic",0.1698,FALSE
41,3,2.5,0.002,0.104210526315789,0.885789473684211,5,0.200000000000002,0.99,"esr1_pvalue_twosided_asymptotic",0.3342,FALSE
42,3,2.5,0,0.105263157894737,0.894736842105263,5,NA,1,"esr1_pvalue_twosided_asymptotic",0.6335,FALSE
43,4,2.5,0.01,0.1,0.85,3,0.2,0.95,"esr1_pvalue_twosided_asymptotic",0.3205,FALSE
44,4,2.5,0.01,0.1,0.85,4,0.2,0.95,"esr1_pvalue_twosided_asymptotic",0.1705,FALSE
45,4,2.5,0.01,0.1,0.85,5,0.2,0.95,"esr1_pvalue_twosided_asymptotic",0.0702,FALSE
46,4,2.5,0.01,0.1,0.85,6,0.2,0.95,"esr1_pvalue_twosided_asymptotic",0.042,FALSE
47,4,2.5,0.01,0.1,0.85,7,0.2,0.95,"esr1_pvalue_twosided_asymptotic",0.0502,FALSE
48,4,2.5,0.01,0.1,0.85,8,0.2,0.95,"esr1_pvalue_twosided_asymptotic",0.0775,FALSE
49,4,2.5,0.01,0.1,0.85,9,0.2,0.95,"esr1_pvalue_twosided_asymptotic",0.1105,FALSE
50,4,2.5,0.01,0.1,0.85,10,0.2,0.95,"esr1_pvalue_twosided_asymptotic",0.1471,FALSE
51,4,2.5,0.01,0.1,0.85,12,0.2,0.95,"esr1_pvalue_twosided_asymptotic",0.2207,FALSE
52,4,2.5,0.01,0.1,0.85,15,0.2,0.95,"esr1_pvalue_twosided_asymptotic",0.3199,FALSE
53,4,2.5,0.01,0.1,0.85,20,0.2,0.95,"esr1_pvalue_twosided_asymptotic",0.427,FALSE
54,4,2.5,0.01,0.1,0.85,30,0.2,0.95,"esr1_pvalue_twosided_asymptotic",0.5374,FALSE
55,4,2.5,0.01,0.1,0.85,50,0.2,0.95,"esr1_pvalue_twosided_asymptotic",0.6225,FALSE
56,4,2.5,0.01,0.1,0.85,1e+06,0.2,0.95,"esr1_pvalue_twosided_asymptotic",0.7495,FALSE
57,5,0.5,0.01,0.1,0.85,5,0.2,0.95,"esr1_pvalue_twosided_asymptotic",0.9997,FALSE
58,5,1,0.01,0.1,0.85,5,0.2,0.95,"esr1_pvalue_twosided_asymptotic",0.9766,FALSE
59,5,1.5,0.01,0.1,0.85,5,0.2,0.95,"esr1_pvalue_twosided_asymptotic",0.7349,FALSE
60,5,2,0.01,0.1,0.85,5,0.2,0.95,"esr1_pvalue_twosided_asymptotic",0.2909,FALSE
61,5,2.5,0.01,0.1,0.85,5,0.2,0.95,"esr1_pvalue_twosided_asymptotic",0.0702,FALSE
62,5,3,0.01,0.1,0.85,5,0.2,0.95,"esr1_pvalue_twosided_asymptotic",0.0581,FALSE
63,5,3.5,0.01,0.1,0.85,5,0.2,0.95,"esr1_pvalue_twosided_asymptotic",0.2304,FALSE
64,5,4,0.01,0.1,0.85,5,0.2,0.95,"esr1_pvalue_twosided_asymptotic",0.5516,FALSE
65,5,4.5,0.01,0.1,0.85,5,0.2,0.95,"esr1_pvalue_twosided_asymptotic",0.8288,FALSE
66,5,5,0.01,0.1,0.85,5,0.2,0.95,"esr1_pvalue_twosided_asymptotic",0.9558,FALSE
1,1,2.5,0.01,0.01,0.94,5,0.2,0.95,"esr2_pvalue_twosided_asymptotic",0.7377,FALSE
2,1,2.5,0.01,0.02,0.93,5,0.2,0.95,"esr2_pvalue_twosided_asymptotic",0.5805,FALSE
3,1,2.5,0.01,0.03,0.92,5,0.2,0.95,"esr2_pvalue_twosided_asymptotic",0.4384,FALSE
4,1,2.5,0.01,0.04,0.91,5,0.2,0.95,"esr2_pvalue_twosided_asymptotic",0.3149,FALSE
5,1,2.5,0.01,0.05,0.9,5,0.2,0.95,"esr2_pvalue_twosided_asymptotic",0.2272,FALSE
6,1,2.5,0.01,0.06,0.89,5,0.2,0.95,"esr2_pvalue_twosided_asymptotic",0.1636,FALSE
7,1,2.5,0.01,0.07,0.88,5,0.2,0.95,"esr2_pvalue_twosided_asymptotic",0.1206,FALSE
8,1,2.5,0.01,0.08,0.87,5,0.2,0.95,"esr2_pvalue_twosided_asymptotic",0.0933,FALSE
9,1,2.5,0.01,0.09,0.86,5,0.2,0.95,"esr2_pvalue_twosided_asymptotic",0.0774,FALSE
10,1,2.5,0.01,0.1,0.85,5,0.2,0.95,"esr2_pvalue_twosided_asymptotic",0.0705,FALSE
11,1,2.5,0.01,0.11,0.84,5,0.2,0.95,"esr2_pvalue_twosided_asymptotic",0.0695,FALSE
12,1,2.5,0.01,0.12,0.83,5,0.2,0.95,"esr2_pvalue_twosided_asymptotic",0.0802,FALSE
13,1,2.5,0.01,0.13,0.82,5,0.2,0.95,"esr2_pvalue_twosided_asymptotic",0.0999,FALSE
14,1,2.5,0.01,0.14,0.81,5,0.2,0.95,"esr2_pvalue_twosided_asymptotic",0.1266,FALSE
15,1,2.5,0.01,0.15,0.8,5,0.2,0.95,"esr2_pvalue_twosided_asymptotic",0.159,FALSE
16,1,2.5,0.01,0.16,0.79,5,0.2,0.95,"esr2_pvalue_twosided_asymptotic",0.1967,FALSE
17,1,2.5,0.01,0.17,0.78,5,0.2,0.95,"esr2_pvalue_twosided_asymptotic",0.2426,FALSE
18,1,2.5,0.01,0.18,0.77,5,0.2,0.95,"esr2_pvalue_twosided_asymptotic",0.2935,FALSE
19,1,2.5,0.01,0.19,0.76,5,0.2,0.95,"esr2_pvalue_twosided_asymptotic",0.3476,FALSE
20,1,2.5,0.01,0.2,0.75,5,0.2,0.95,"esr2_pvalue_twosided_asymptotic",0.4086,FALSE
21,2,2.5,5e-04,0.1,0.85,5,0.01,0.95,"esr2_pvalue_twosided_asymptotic",0.9998,FALSE
22,2,2.5,0.0025,0.1,0.85,5,0.05,0.95,"esr2_pvalue_twosided_asymptotic",0.9895,FALSE
23,2,2.5,0.005,0.1,0.85,5,0.1,0.95,"esr2_pvalue_twosided_asymptotic",0.6039,FALSE
24,2,2.5,0.00750000000000001,0.1,0.85,5,0.15,0.95,"esr2_pvalue_twosided_asymptotic",0.1021,FALSE
25,2,2.5,0.01,0.1,0.85,5,0.2,0.95,"esr2_pvalue_twosided_asymptotic",0.0705,FALSE
26,2,2.5,0.0125,0.1,0.85,5,0.25,0.95,"esr2_pvalue_twosided_asymptotic",0.2356,FALSE
27,2,2.5,0.015,0.1,0.85,5,0.3,0.95,"esr2_pvalue_twosided_asymptotic",0.5046,FALSE
28,2,2.5,0.0175,0.1,0.85,5,0.35,0.95,"esr2_pvalue_twosided_asymptotic",0.7402,FALSE
29,2,2.5,0.02,0.1,0.85,5,0.4,0.95,"esr2_pvalue_twosided_asymptotic",0.8764,FALSE
30,2,2.5,0.0225,0.1,0.85,5,0.45,0.95,"esr2_pvalue_twosided_asymptotic",0.9437,FALSE
31,2,2.5,0.025,0.1,0.85,5,0.5,0.95,"esr2_pvalue_twosided_asymptotic",0.9762,FALSE
32,3,2.5,0.02,0.0947368421052632,0.805263157894737,5,0.2,0.9,"esr2_pvalue_twosided_asymptotic",0.1749,FALSE
33,3,2.5,0.018,0.0957894736842105,0.814210526315789,5,0.2,0.91,"esr2_pvalue_twosided_asymptotic",0.1479,FALSE
34,3,2.5,0.016,0.0968421052631579,0.823157894736842,5,0.2,0.92,"esr2_pvalue_twosided_asymptotic",0.1238,FALSE
35,3,2.5,0.014,0.0978947368421053,0.832105263157895,5,0.2,0.93,"esr2_pvalue_twosided_asymptotic",0.1015,FALSE
36,3,2.5,0.012,0.0989473684210526,0.841052631578947,5,0.2,0.94,"esr2_pvalue_twosided_asymptotic",0.0827,FALSE
37,3,2.5,0.00999999999999998,0.1,0.85,5,0.2,0.95,"esr2_pvalue_twosided_asymptotic",0.0705,FALSE
38,3,2.5,0.008,0.101052631578947,0.858947368421053,5,0.2,0.96,"esr2_pvalue_twosided_asymptotic",0.069,FALSE
39,3,2.5,0.006,0.102105263157895,0.867894736842105,5,0.2,0.97,"esr2_pvalue_twosided_asymptotic",0.0976,FALSE
40,3,2.5,0.004,0.103157894736842,0.876842105263158,5,0.2,0.98,"esr2_pvalue_twosided_asymptotic",0.1697,FALSE
41,3,2.5,0.002,0.104210526315789,0.885789473684211,5,0.200000000000002,0.99,"esr2_pvalue_twosided_asymptotic",0.3341,FALSE
42,3,2.5,0,0.105263157894737,0.894736842105263,5,NA,1,"esr2_pvalue_twosided_asymptotic",0.6334,FALSE
43,4,2.5,0.01,0.1,0.85,3,0.2,0.95,"esr2_pvalue_twosided_asymptotic",0.321,FALSE
44,4,2.5,0.01,0.1,0.85,4,0.2,0.95,"esr2_pvalue_twosided_asymptotic",0.1712,FALSE
45,4,2.5,0.01,0.1,0.85,5,0.2,0.95,"esr2_pvalue_twosided_asymptotic",0.0705,FALSE
46,4,2.5,0.01,0.1,0.85,6,0.2,0.95,"esr2_pvalue_twosided_asymptotic",0.0423,FALSE
47,4,2.5,0.01,0.1,0.85,7,0.2,0.95,"esr2_pvalue_twosided_asymptotic",0.0504,FALSE
48,4,2.5,0.01,0.1,0.85,8,0.2,0.95,"esr2_pvalue_twosided_asymptotic",0.0778,FALSE
49,4,2.5,0.01,0.1,0.85,9,0.2,0.95,"esr2_pvalue_twosided_asymptotic",0.1111,FALSE
50,4,2.5,0.01,0.1,0.85,10,0.2,0.95,"esr2_pvalue_twosided_asymptotic",0.1477,FALSE
51,4,2.5,0.01,0.1,0.85,12,0.2,0.95,"esr2_pvalue_twosided_asymptotic",0.2209,FALSE
52,4,2.5,0.01,0.1,0.85,15,0.2,0.95,"esr2_pvalue_twosided_asymptotic",0.3197,FALSE
53,4,2.5,0.01,0.1,0.85,20,0.2,0.95,"esr2_pvalue_twosided_asymptotic",0.4267,FALSE
54,4,2.5,0.01,0.1,0.85,30,0.2,0.95,"esr2_pvalue_twosided_asymptotic",0.5372,FALSE
55,4,2.5,0.01,0.1,0.85,50,0.2,0.95,"esr2_pvalue_twosided_asymptotic",0.6232,FALSE
56,4,2.5,0.01,0.1,0.85,1e+06,0.2,0.95,"esr2_pvalue_twosided_asymptotic",0.7499,FALSE
57,5,0.5,0.01,0.1,0.85,5,0.2,0.95,"esr2_pvalue_twosided_asymptotic",0.9997,FALSE
58,5,1,0.01,0.1,0.85,5,0.2,0.95,"esr2_pvalue_twosided_asymptotic",0.9763,FALSE
59,5,1.5,0.01,0.1,0.85,5,0.2,0.95,"esr2_pvalue_twosided_asymptotic",0.7354,FALSE
60,5,2,0.01,0.1,0.85,5,0.2,0.95,"esr2_pvalue_twosided_asymptotic",0.2915,FALSE
61,5,2.5,0.01,0.1,0.85,5,0.2,0.95,"esr2_pvalue_twosided_asymptotic",0.0705,FALSE
62,5,3,0.01,0.1,0.85,5,0.2,0.95,"esr2_pvalue_twosided_asymptotic",0.0578,FALSE
63,5,3.5,0.01,0.1,0.85,5,0.2,0.95,"esr2_pvalue_twosided_asymptotic",0.2302,FALSE
64,5,4,0.01,0.1,0.85,5,0.2,0.95,"esr2_pvalue_twosided_asymptotic",0.5509,FALSE
65,5,4.5,0.01,0.1,0.85,5,0.2,0.95,"esr2_pvalue_twosided_asymptotic",0.8294,FALSE
66,5,5,0.01,0.1,0.85,5,0.2,0.95,"esr2_pvalue_twosided_asymptotic",0.9561,FALSE
1,1,2.5,0.01,0.01,0.94,5,0.2,0.95,"esr3_pvalue_twosided_asymptotic",0.2527,FALSE
2,1,2.5,0.01,0.02,0.93,5,0.2,0.95,"esr3_pvalue_twosided_asymptotic",0.2307,FALSE
3,1,2.5,0.01,0.03,0.92,5,0.2,0.95,"esr3_pvalue_twosided_asymptotic",0.2071,FALSE
4,1,2.5,0.01,0.04,0.91,5,0.2,0.95,"esr3_pvalue_twosided_asymptotic",0.1824,FALSE
5,1,2.5,0.01,0.05,0.9,5,0.2,0.95,"esr3_pvalue_twosided_asymptotic",0.1587,FALSE
6,1,2.5,0.01,0.06,0.89,5,0.2,0.95,"esr3_pvalue_twosided_asymptotic",0.1346,FALSE
7,1,2.5,0.01,0.07,0.88,5,0.2,0.95,"esr3_pvalue_twosided_asymptotic",0.1154,FALSE
8,1,2.5,0.01,0.08,0.87,5,0.2,0.95,"esr3_pvalue_twosided_asymptotic",0.098,FALSE
9,1,2.5,0.01,0.09,0.86,5,0.2,0.95,"esr3_pvalue_twosided_asymptotic",0.0827,FALSE
10,1,2.5,0.01,0.1,0.85,5,0.2,0.95,"esr3_pvalue_twosided_asymptotic",0.0678,FALSE
11,1,2.5,0.01,0.11,0.84,5,0.2,0.95,"esr3_pvalue_twosided_asymptotic",0.0558,FALSE
12,1,2.5,0.01,0.12,0.83,5,0.2,0.95,"esr3_pvalue_twosided_asymptotic",0.048,FALSE
13,1,2.5,0.01,0.13,0.82,5,0.2,0.95,"esr3_pvalue_twosided_asymptotic",0.0417,FALSE
14,1,2.5,0.01,0.14,0.81,5,0.2,0.95,"esr3_pvalue_twosided_asymptotic",0.0362,FALSE
15,1,2.5,0.01,0.15,0.8,5,0.2,0.95,"esr3_pvalue_twosided_asymptotic",0.0327,FALSE
16,1,2.5,0.01,0.16,0.79,5,0.2,0.95,"esr3_pvalue_twosided_asymptotic",0.0308,FALSE
17,1,2.5,0.01,0.17,0.78,5,0.2,0.95,"esr3_pvalue_twosided_asymptotic",0.0301,FALSE
18,1,2.5,0.01,0.18,0.77,5,0.2,0.95,"esr3_pvalue_twosided_asymptotic",0.0287,FALSE
19,1,2.5,0.01,0.19,0.76,5,0.2,0.95,"esr3_pvalue_twosided_asymptotic",0.0315,FALSE
20,1,2.5,0.01,0.2,0.75,5,0.2,0.95,"esr3_pvalue_twosided_asymptotic",0.0337,FALSE
21,2,2.5,5e-04,0.1,0.85,5,0.01,0.95,"esr3_pvalue_twosided_asymptotic",0.9987,FALSE
22,2,2.5,0.0025,0.1,0.85,5,0.05,0.95,"esr3_pvalue_twosided_asymptotic",0.9454,FALSE
23,2,2.5,0.005,0.1,0.85,5,0.1,0.95,"esr3_pvalue_twosided_asymptotic",0.4571,FALSE
24,2,2.5,0.00750000000000001,0.1,0.85,5,0.15,0.95,"esr3_pvalue_twosided_asymptotic",0.0792,FALSE
25,2,2.5,0.01,0.1,0.85,5,0.2,0.95,"esr3_pvalue_twosided_asymptotic",0.0678,FALSE
26,2,2.5,0.0125,0.1,0.85,5,0.25,0.95,"esr3_pvalue_twosided_asymptotic",0.2574,FALSE
27,2,2.5,0.015,0.1,0.85,5,0.3,0.95,"esr3_pvalue_twosided_asymptotic",0.5183,FALSE
28,2,2.5,0.0175,0.1,0.85,5,0.35,0.95,"esr3_pvalue_twosided_asymptotic",0.7379,FALSE
29,2,2.5,0.02,0.1,0.85,5,0.4,0.95,"esr3_pvalue_twosided_asymptotic",0.8658,FALSE
30,2,2.5,0.0225,0.1,0.85,5,0.45,0.95,"esr3_pvalue_twosided_asymptotic",0.9334,FALSE
31,2,2.5,0.025,0.1,0.85,5,0.5,0.95,"esr3_pvalue_twosided_asymptotic",0.9677,FALSE
32,3,2.5,0.02,0.0947368421052632,0.805263157894737,5,0.2,0.9,"esr3_pvalue_twosided_asymptotic",0.1487,FALSE
33,3,2.5,0.018,0.0957894736842105,0.814210526315789,5,0.2,0.91,"esr3_pvalue_twosided_asymptotic",0.1347,FALSE
34,3,2.5,0.016,0.0968421052631579,0.823157894736842,5,0.2,0.92,"esr3_pvalue_twosided_asymptotic",0.1199,FALSE
35,3,2.5,0.014,0.0978947368421053,0.832105263157895,5,0.2,0.93,"esr3_pvalue_twosided_asymptotic",0.1055,FALSE
36,3,2.5,0.012,0.0989473684210526,0.841052631578947,5,0.2,0.94,"esr3_pvalue_twosided_asymptotic",0.0869,FALSE
37,3,2.5,0.00999999999999998,0.1,0.85,5,0.2,0.95,"esr3_pvalue_twosided_asymptotic",0.0678,FALSE
38,3,2.5,0.008,0.101052631578947,0.858947368421053,5,0.2,0.96,"esr3_pvalue_twosided_asymptotic",0.049,FALSE
39,3,2.5,0.006,0.102105263157895,0.867894736842105,5,0.2,0.97,"esr3_pvalue_twosided_asymptotic",0.0346,FALSE
40,3,2.5,0.004,0.103157894736842,0.876842105263158,5,0.2,0.98,"esr3_pvalue_twosided_asymptotic",0.0221,FALSE
41,3,2.5,0.002,0.104210526315789,0.885789473684211,5,0.200000000000002,0.99,"esr3_pvalue_twosided_asymptotic",0.0188,FALSE
42,3,2.5,0,0.105263157894737,0.894736842105263,5,NA,1,"esr3_pvalue_twosided_asymptotic",0.0248,FALSE
43,4,2.5,0.01,0.1,0.85,3,0.2,0.95,"esr3_pvalue_twosided_asymptotic",0.3471,FALSE
44,4,2.5,0.01,0.1,0.85,4,0.2,0.95,"esr3_pvalue_twosided_asymptotic",0.1816,FALSE
45,4,2.5,0.01,0.1,0.85,5,0.2,0.95,"esr3_pvalue_twosided_asymptotic",0.0678,FALSE
46,4,2.5,0.01,0.1,0.85,6,0.2,0.95,"esr3_pvalue_twosided_asymptotic",0.0478,FALSE
47,4,2.5,0.01,0.1,0.85,7,0.2,0.95,"esr3_pvalue_twosided_asymptotic",0.0733,FALSE
48,4,2.5,0.01,0.1,0.85,8,0.2,0.95,"esr3_pvalue_twosided_asymptotic",0.116,FALSE
49,4,2.5,0.01,0.1,0.85,9,0.2,0.95,"esr3_pvalue_twosided_asymptotic",0.1704,FALSE
50,4,2.5,0.01,0.1,0.85,10,0.2,0.95,"esr3_pvalue_twosided_asymptotic",0.2284,FALSE
51,4,2.5,0.01,0.1,0.85,12,0.2,0.95,"esr3_pvalue_twosided_asymptotic",0.3241,FALSE
52,4,2.5,0.01,0.1,0.85,15,0.2,0.95,"esr3_pvalue_twosided_asymptotic",0.4301,FALSE
53,4,2.5,0.01,0.1,0.85,20,0.2,0.95,"esr3_pvalue_twosided_asymptotic",0.5449,FALSE
54,4,2.5,0.01,0.1,0.85,30,0.2,0.95,"esr3_pvalue_twosided_asymptotic",0.6603,FALSE
55,4,2.5,0.01,0.1,0.85,50,0.2,0.95,"esr3_pvalue_twosided_asymptotic",0.737,FALSE
56,4,2.5,0.01,0.1,0.85,1e+06,0.2,0.95,"esr3_pvalue_twosided_asymptotic",0.8396,FALSE
57,5,0.5,0.01,0.1,0.85,5,0.2,0.95,"esr3_pvalue_twosided_asymptotic",0.9995,FALSE
58,5,1,0.01,0.1,0.85,5,0.2,0.95,"esr3_pvalue_twosided_asymptotic",0.981,FALSE
59,5,1.5,0.01,0.1,0.85,5,0.2,0.95,"esr3_pvalue_twosided_asymptotic",0.7686,FALSE
60,5,2,0.01,0.1,0.85,5,0.2,0.95,"esr3_pvalue_twosided_asymptotic",0.3179,FALSE
61,5,2.5,0.01,0.1,0.85,5,0.2,0.95,"esr3_pvalue_twosided_asymptotic",0.0678,FALSE
62,5,3,0.01,0.1,0.85,5,0.2,0.95,"esr3_pvalue_twosided_asymptotic",0.0858,FALSE
63,5,3.5,0.01,0.1,0.85,5,0.2,0.95,"esr3_pvalue_twosided_asymptotic",0.3357,FALSE
64,5,4,0.01,0.1,0.85,5,0.2,0.95,"esr3_pvalue_twosided_asymptotic",0.6723,FALSE
65,5,4.5,0.01,0.1,0.85,5,0.2,0.95,"esr3_pvalue_twosided_asymptotic",0.8973,FALSE
66,5,5,0.01,0.1,0.85,5,0.2,0.95,"esr3_pvalue_twosided_asymptotic",0.9775,FALSE
1,1,2.5,0.01,0.01,0.94,5,0.2,0.95,"esr3_pvalue_onesided_asymptotic",0.0216,TRUE
2,1,2.5,0.01,0.02,0.93,5,0.2,0.95,"esr3_pvalue_onesided_asymptotic",0.0159,TRUE
3,1,2.5,0.01,0.03,0.92,5,0.2,0.95,"esr3_pvalue_onesided_asymptotic",0.0139,TRUE
4,1,2.5,0.01,0.04,0.91,5,0.2,0.95,"esr3_pvalue_onesided_asymptotic",0.0128,TRUE
5,1,2.5,0.01,0.05,0.9,5,0.2,0.95,"esr3_pvalue_onesided_asymptotic",0.0124,TRUE
6,1,2.5,0.01,0.06,0.89,5,0.2,0.95,"esr3_pvalue_onesided_asymptotic",0.0125,TRUE
7,1,2.5,0.01,0.07,0.88,5,0.2,0.95,"esr3_pvalue_onesided_asymptotic",0.013,TRUE
8,1,2.5,0.01,0.08,0.87,5,0.2,0.95,"esr3_pvalue_onesided_asymptotic",0.0141,TRUE
9,1,2.5,0.01,0.09,0.86,5,0.2,0.95,"esr3_pvalue_onesided_asymptotic",0.0159,TRUE
10,1,2.5,0.01,0.1,0.85,5,0.2,0.95,"esr3_pvalue_onesided_asymptotic",0.0182,TRUE
11,1,2.5,0.01,0.11,0.84,5,0.2,0.95,"esr3_pvalue_onesided_asymptotic",0.0213,TRUE
12,1,2.5,0.01,0.12,0.83,5,0.2,0.95,"esr3_pvalue_onesided_asymptotic",0.025,TRUE
13,1,2.5,0.01,0.13,0.82,5,0.2,0.95,"esr3_pvalue_onesided_asymptotic",0.0293,TRUE
14,1,2.5,0.01,0.14,0.81,5,0.2,0.95,"esr3_pvalue_onesided_asymptotic",0.034,TRUE
15,1,2.5,0.01,0.15,0.8,5,0.2,0.95,"esr3_pvalue_onesided_asymptotic",0.0398,TRUE
16,1,2.5,0.01,0.16,0.79,5,0.2,0.95,"esr3_pvalue_onesided_asymptotic",0.0436,TRUE
17,1,2.5,0.01,0.17,0.78,5,0.2,0.95,"esr3_pvalue_onesided_asymptotic",0.0492,TRUE
18,1,2.5,0.01,0.18,0.77,5,0.2,0.95,"esr3_pvalue_onesided_asymptotic",0.0562,TRUE
19,1,2.5,0.01,0.19,0.76,5,0.2,0.95,"esr3_pvalue_onesided_asymptotic",0.0635,TRUE
20,1,2.5,0.01,0.2,0.75,5,0.2,0.95,"esr3_pvalue_onesided_asymptotic",0.0716,TRUE
21,2,2.5,5e-04,0.1,0.85,5,0.01,0.95,"esr3_pvalue_onesided_asymptotic",0.9996,TRUE
22,2,2.5,0.0025,0.1,0.85,5,0.05,0.95,"esr3_pvalue_onesided_asymptotic",0.9804,TRUE
23,2,2.5,0.005,0.1,0.85,5,0.1,0.95,"esr3_pvalue_onesided_asymptotic",0.6335,TRUE
24,2,2.5,0.00750000000000001,0.1,0.85,5,0.15,0.95,"esr3_pvalue_onesided_asymptotic",0.1547,TRUE
25,2,2.5,0.01,0.1,0.85,5,0.2,0.95,"esr3_pvalue_onesided_asymptotic",0.0182,TRUE
26,2,2.5,0.0125,0.1,0.85,5,0.25,0.95,"esr3_pvalue_onesided_asymptotic",0.0021,TRUE
27,2,2.5,0.015,0.1,0.85,5,0.3,0.95,"esr3_pvalue_onesided_asymptotic",4e-04,TRUE
28,2,2.5,0.0175,0.1,0.85,5,0.35,0.95,"esr3_pvalue_onesided_asymptotic",0,TRUE
29,2,2.5,0.02,0.1,0.85,5,0.4,0.95,"esr3_pvalue_onesided_asymptotic",0,TRUE
30,2,2.5,0.0225,0.1,0.85,5,0.45,0.95,"esr3_pvalue_onesided_asymptotic",0,TRUE
31,2,2.5,0.025,0.1,0.85,5,0.5,0.95,"esr3_pvalue_onesided_asymptotic",0,TRUE
32,3,2.5,0.02,0.0947368421052632,0.805263157894737,5,0.2,0.9,"esr3_pvalue_onesided_asymptotic",0.0161,TRUE
33,3,2.5,0.018,0.0957894736842105,0.814210526315789,5,0.2,0.91,"esr3_pvalue_onesided_asymptotic",0.0161,TRUE
34,3,2.5,0.016,0.0968421052631579,0.823157894736842,5,0.2,0.92,"esr3_pvalue_onesided_asymptotic",0.0157,TRUE
35,3,2.5,0.014,0.0978947368421053,0.832105263157895,5,0.2,0.93,"esr3_pvalue_onesided_asymptotic",0.0165,TRUE
36,3,2.5,0.012,0.0989473684210526,0.841052631578947,5,0.2,0.94,"esr3_pvalue_onesided_asymptotic",0.0166,TRUE
37,3,2.5,0.00999999999999998,0.1,0.85,5,0.2,0.95,"esr3_pvalue_onesided_asymptotic",0.0182,TRUE
38,3,2.5,0.008,0.101052631578947,0.858947368421053,5,0.2,0.96,"esr3_pvalue_onesided_asymptotic",0.0207,TRUE
39,3,2.5,0.006,0.102105263157895,0.867894736842105,5,0.2,0.97,"esr3_pvalue_onesided_asymptotic",0.0246,TRUE
40,3,2.5,0.004,0.103157894736842,0.876842105263158,5,0.2,0.98,"esr3_pvalue_onesided_asymptotic",0.0308,TRUE
41,3,2.5,0.002,0.104210526315789,0.885789473684211,5,0.200000000000002,0.99,"esr3_pvalue_onesided_asymptotic",0.0432,TRUE
42,3,2.5,0,0.105263157894737,0.894736842105263,5,NA,1,"esr3_pvalue_onesided_asymptotic",0.0698,TRUE
43,4,2.5,0.01,0.1,0.85,3,0.2,0.95,"esr3_pvalue_onesided_asymptotic",5e-04,TRUE
44,4,2.5,0.01,0.1,0.85,4,0.2,0.95,"esr3_pvalue_onesided_asymptotic",0.0026,TRUE
45,4,2.5,0.01,0.1,0.85,5,0.2,0.95,"esr3_pvalue_onesided_asymptotic",0.0182,TRUE
46,4,2.5,0.01,0.1,0.85,6,0.2,0.95,"esr3_pvalue_onesided_asymptotic",0.064,TRUE
47,4,2.5,0.01,0.1,0.85,7,0.2,0.95,"esr3_pvalue_onesided_asymptotic",0.1323,TRUE
48,4,2.5,0.01,0.1,0.85,8,0.2,0.95,"esr3_pvalue_onesided_asymptotic",0.2127,TRUE
49,4,2.5,0.01,0.1,0.85,9,0.2,0.95,"esr3_pvalue_onesided_asymptotic",0.2901,TRUE
50,4,2.5,0.01,0.1,0.85,10,0.2,0.95,"esr3_pvalue_onesided_asymptotic",0.3592,TRUE
51,4,2.5,0.01,0.1,0.85,12,0.2,0.95,"esr3_pvalue_onesided_asymptotic",0.4701,TRUE
52,4,2.5,0.01,0.1,0.85,15,0.2,0.95,"esr3_pvalue_onesided_asymptotic",0.5891,TRUE
53,4,2.5,0.01,0.1,0.85,20,0.2,0.95,"esr3_pvalue_onesided_asymptotic",0.6974,TRUE
54,4,2.5,0.01,0.1,0.85,30,0.2,0.95,"esr3_pvalue_onesided_asymptotic",0.7908,TRUE
